File,Sentence,Fronted Element,Fronted Element Type,Locative,Verb,Subject,Quotative,Discourse Function,Information Structure
text_acad_2010.txt,"The policy still relies on each bureau to develop its own processes for investigating claims of misconduct , "" said Robert Gropp , director of public policy at AIBS .",The policy still relies on each bureau to develop its own processes for investigating claims of misconduct,VP,Non-locative,said,"Robert Gropp , director of public policy at AIBS",Yes,Quotative,Other
text_acad_2010.txt,* Human Cloning : Is it Biological Plagiarism ?,* Human Cloning :,AdjP,Non-locative,Is,it,No,Discourse structuring,Other
text_acad_2010.txt,""" We must prepare students so they have a strong foundation in STEM subjects and are able to use this knowledge in their personal and professional lives , "" wrote John Holdren and to the report . """,""" We must prepare students so they have a strong foundation in STEM subjects and are able to use this knowledge in their personal and professional lives",VP,Non-locative,wrote,John Holdren,No,Discourse structuring,Other
text_acad_2010.txt,"I always caution people about reading too much into our results , "" says John Lynham , an economist and marine ecologist at the University of Hawaii , and one of Costello 's coauthors .",I always caution people about reading too much into our results,VP,Non-locative,says,"John Lynham , an economist and marine ecologist at the University of Hawaii , and one of Costello 's coauthors",Yes,Quotative,Other
text_acad_2010.txt,"The common thread that runs through his , Costello 's , and Chu 's work , says Essington , is the finding of fewer drastic swings in fish populations or less abundant on average , but the extreme fluctuations go away , "" he says .","The common thread that runs through his , Costello 's , and Chu 's work",AdjP,Non-locative,says,Essington,Yes,Quotative,Other
text_acad_2010.txt,""" We need to make a distinction , "" says Lynham , "" between the economic outcomes of catch shares and the debate over whether it leads to sustainable biological outcomes .",We need to make a distinction,VP,Non-locative,says,Lynham,Yes,Quotative,Other
text_acad_2010.txt,"Vessels , crews , and their families , as well as local vendors , must survive on the remainder , "" says Pitzman . ""","crews , and their families , as well as local vendors",Other,Non-locative,says,Pitzman,Yes,Quotative,Other
text_acad_2010.txt,"Vessels , crews , and their families , as well as local vendors , must survive on the remainder , "" says Pitzman . ""","Vessels , crews , and their families , as well as local vendors , must survive on the remainder",VP,Non-locative,says,Pitzman,Yes,Quotative,Other
text_acad_2010.txt,"No one thinks we need to give free oil drilling rights to Exxon or British Petroleum , or let ranchers graze their cattle on public lands without paying a lease fee , "" says Macinko .","No one thinks we need to give free oil drilling rights to Exxon or British Petroleum , or let ranchers graze their cattle on public lands without paying a lease fee",VP,Locative,says,Macinko,Yes,Quotative,Other
text_acad_2010.txt,How atypical are these activity patterns ?,How atypical,AdjP,Non-locative,are,these activity patterns,No,Discourse structuring,Other
text_acad_2010.txt,"The new "" liberalism , "" noted an agonized Moynihan , "" could n't cope with the truth . ""","The new "" liberalism",AdjP,Non-locative,noted,an agonized Moynihan,No,Discourse structuring,Given->New
text_acad_2010.txt,"UNRWA is a supranational welfare state that pays its residents not to build their own nation-state , for , were they to do so , they would forfeit their refugee status and its entitlements of cash , housing , health care , education , credit , and other largesse .","UNRWA is a supranational welfare state that pays its residents not to build their own nation - state , for",Other,Locative,were,they,No,Scene-setting,Other
text_acad_2010.txt,""" We 're mostly a bunch of Midwestern businessmen devoted to free enterprise and opposed to more government controls , "" said Bankers Life president Robert Ewing , the MacArthur Foundation 's first chairman of the board , in the late 1970s .",We 're mostly a bunch of Midwestern businessmen devoted to free enterprise and opposed to more government controls,AdvP,Locative,said,"Bankers Life president Robert Ewing , the MacArthur Foundation 's first chairman of the board , in the late 1970s",Yes,Quotative,Other
text_acad_2010.txt,"By 1987 , five MacArthur Fellows-physicist Joseph H. Taylor , historian Robert Darnton , physicist Gross -- were all Princeton professors who lived on Hartley Avenue .",By 1987,PP,Locative,were,all Princeton professors who lived on Hartley Avenue,No,Scene-setting,Other
text_acad_2010.txt,"Among the more notorious fellows under her tenure were musicologist Susan McClary , who declared that Beethoven 's Ninth Symphony was about "" the throttling music rage of a rapist incapable of attaining release , "" and historian Patricia Nelson Limerick , whose work The Legacy of Conquest , as John Leo wrote , argued that "" the settling of the West was essentially one long spasm of greed , racism , sexism , and violence that is n't over yet . """,Among the more notorious fellows under her tenure,PP,Non-locative,were,"musicologist Susan McClary , who declared that Beethoven 's Ninth Symphony was about "" the throttling music rage of a rapist incapable of attaining release",No,Comparative,Other
text_acad_2010.txt,"Being declared a "" genius , "" added University of California at Berkeley statistician Peter Bickel , "" was a burden from the beginning ... .","Being declared a "" genius , """,VP,Non-locative,added,University of California,No,Discourse structuring,Other
text_acad_2010.txt,"Being declared a "" genius , "" added University of California at Berkeley statistician Peter Bickel , "" was a burden from the beginning ... .","Being declared a "" genius , """,VP,Non-locative,added,statistician Peter Bickel,No,Discourse structuring,Other
text_acad_2010.txt,"At the very end of his life , DeMille told an old friend that "" I know they call The Ten Commandments the Sexodus and what have you ... .","At the very end of his life , DeMille told an old friend that "" I know they call The Ten Commandments the Sexodus and what",PP,Locative,have,you,No,Scene-setting,Other
text_acad_2010.txt,"If you are unfamiliar with this particular conspiracy theory , here is an entertaining place to check it out .",If you are unfamiliar with this particular conspiracy theory,AdjP,Non-locative,is,an entertaining place to check it out,No,Discourse structuring,Other
text_acad_2010.txt,"Bad as such condescension is , what is worse is the realization that in decades to come , when the Tea Party is safely consigned to the past , those who participated in it may well be spoken of as examples of a pristine American spirit of public-spiritedness and healthy civic engagement , compared to which the then-present iteration of conservatism will be said to pale in comparison .",Bad as such condescension is,AdjP,Non-locative,is,"the realization that in decades to come , when the Tea Party is safely consigned to the past , those who participated in it may well be spoken of as examples of a pristine American spirit of public - spiritedness and healthy civic engagement , compared to which the then - present iteration of conservatism will be said to pale in comparison",No,Comparative,Other
text_acad_2010.txt,"Bad as such condescension is , what is worse is the realization that in decades to come , when the Tea Party is safely consigned to the past , those who participated in it may well be spoken of as examples of a pristine American spirit of public-spiritedness and healthy civic engagement , compared to which the then-present iteration of conservatism will be said to pale in comparison .",what is worse,AdjP,Non-locative,is,"the realization that in decades to come , when the Tea Party is safely consigned to the past , those who participated in it may well be spoken of as examples of a pristine American spirit of public - spiritedness and healthy civic engagement , compared to which the then - present iteration of conservatism will be said to pale in comparison",No,Comparative,Other
