type,sentence,fronted_constituent,verb,subject,constituent_type,is_locative,confidence,validation_reasons,paragraph_index,sentence_index,file
numeric_inversion,"Disturbing details have emerged in the last few years indicating that the regime was at least complicit in a few massacres , refusing to intervene despite the proximity of security forces and the extended duration of the massacres ( some were more than four hours long ) . sup51 One former officer even claims that the regime was directly responsible for some of the deadly attacks. sup52 Others argue that the new , low intensity conflict suits regime interests , so long @ @ @ @ @ @ @ @ @ @ protected .",One former officer even claims that the regime,was,that the new,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,136,169,text_acad_2001.txt
numeric_inversion,"From this perspective , continued engagement from Washington will help China and the United States remain involved in a positive-sum game . <p> One key assumption of the engagement policy is that China is undergoing wide-ranging internal change and has become much more diverse .",One key assumption of the engagement policy,is,a is undergoing wide-ranging internal change and has become much more diverse,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,138,9,text_acad_2001.txt
numeric_inversion,"Libya , Iran , and Iraq . <p> Two elements of this new representation of threat are worth noting .",Two elements of this new representation of threat,are,worth noting,Numeric Expression,False,medium,Common inversion verb,139,37,text_acad_2001.txt
numeric_inversion,"First , these Third World states are often described in language that had previously been applied to the Soviet Union : in both the popular and professional literature dealing with international security issues , these states are routinely represented as "" totalitarian , "" "" expansionist , "" "" militaristic , "" and "" implacably hostile "" to their neighbors and/or to American interests : as opposing "" Western values "" such as democracy , human rights , and the rule of law : and as bent on violating global norms regarding nuclear , biological , and chemical weapons proliferation .",Third World states,are,that had previously been applied to the Soviet Union,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,139,38,text_acad_2001.txt
numeric_inversion,"The important point here is that embedded in American representations of rogue states is a kind of contemporary "" strategic orientalism , "" an interpretation of the politico-strategic objectives and purposes of Third World states that is shaped more by Western fears and prejudices than by the realities of politics in those states .",Third World states that,is,an by the realities of politics in those states,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,139,44,text_acad_2001.txt
numeric_inversion,The Four Party Talks in Korea are one example .,Four Party Talks in Korea,are,one example,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,143,67,text_acad_2001.txt
coordinated_inversion,"Within each number or letter there is room for change , for example , from the initial stage on the right extreme of development to the mature stage on the left .",Within each number or letter there,is,the initial stage on the right extreme of development to the mature stage on the left,Coordinated Structure,True,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,148,38,text_acad_2001.txt
coordinated_inversion,In December 2000 Qian said that the PRC and Taiwan are parts of China .,In December 2000 Qian said that the PRC and Taiwan,are,China,Coordinated Structure,True,medium,Common inversion verb,148,101,text_acad_2001.txt
numeric_inversion,One of the most important institutional changes involved in the transition was the forging of a unified national labor market .,One of the most important institutional changes involved in the transition,was,a unified national labor market,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,149,1,text_acad_2001.txt
numeric_inversion,"One of my objectives in this article is to explore certain characteristics of institutional change , in particular those of incrementalism and institutional embeddedness , through an empirical study of the institutional process of building a labor market in urban China . <p> By using the term "" institutional embeddedness "" I intend to emphasize the difference between my points and the @ @ @ @ @ @ @ @ @ @ the literature .",One of my objectives in this article,is,a labor market in urban China,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,149,12,text_acad_2001.txt
numeric_inversion,"As an informal convention , trust was embedded in the functioning of interpersonal relationships in political , economic , and social life ; therefore , no formal institutional arrangements governing the employment relationship in those firms were spontaneously formed during their early development . <p> One explanation for the sluggish process of institution building in the subsector of domestic private businesses was that the government , because of its ideological prejudice in favor of public ownership , did not pay much attention to their development .",One explanation for the sluggish process of institution building in the subsector of domestic private businesses,was,that the government,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,149,63,text_acad_2001.txt
complex_pp_inversion,"Under that regulation three kinds of SOE workers were entitled to unemployment benefits : ( a ) workers for bankrupt or disbanded enterprises , ( b ) contractual workers whose labor contracts expired or were terminated , and ( c ) workers dismissed by enterprises .",Under that regulation three kinds of SOE workers,were,entitled to unemployment benefits,PP (Complex Prepositional Phrase),True,medium,Common inversion verb,149,125,text_acad_2001.txt
numeric_inversion,One possible explanation is Hong Kong 's pragmatic political culture : The people of Hong Kong prefer democracy but can tolerate authoritarian rule in exchange for stability and peace .,One possible explanation,is,an tolerate authoritarian rule in exchange for stability and peace,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,151,50,text_acad_2001.txt
